W                               1         0.0000000000      0.2500000000      0.7500000000      0.5000000000
L                             101         0.5318270254      0.5000000000      0.5000000000      0.5000000000
G                             346         1.8345318691      0.0000000000      0.0000000000      0.0000000000
X                             546         2.8981859199      0.0000000000      0.5000000000      0.5000000000
W                             646         3.4300129453      0.2500000000      0.7500000000      0.5000000000
K                             696         3.6959264580      0.3750000000      0.7500000000      0.3750000000
