  0.00000000E+00  0.80301927E+01
  0.53182703E-02  0.80165909E+01
  0.10636541E-01  0.80030818E+01
  0.15954811E-01  0.79896673E+01
  0.21273081E-01  0.79763493E+01
  0.26591351E-01  0.79631296E+01
  0.31909622E-01  0.79500099E+01
  0.37227892E-01  0.79369920E+01
  0.42546162E-01  0.79240777E+01
  0.47864432E-01  0.79112685E+01
  0.53182703E-01  0.78985662E+01
  0.58500973E-01  0.78859723E+01
  0.63819243E-01  0.78734883E+01
  0.69137513E-01  0.78611159E+01
  0.74455784E-01  0.78488564E+01
  0.79774054E-01  0.78367114E+01
  0.85092324E-01  0.78246822E+01
  0.90410594E-01  0.78127702E+01
  0.95728865E-01  0.78009767E+01
  0.10104713E+00  0.77893031E+01
  0.10636541E+00  0.77777505E+01
  0.11168368E+00  0.77663203E+01
  0.11700195E+00  0.77550135E+01
  0.12232022E+00  0.77438314E+01
  0.12763849E+00  0.77327751E+01
  0.13295676E+00  0.77218457E+01
  0.13827503E+00  0.77110441E+01
  0.14359330E+00  0.77003714E+01
  0.14891157E+00  0.76898287E+01
  0.15422984E+00  0.76794168E+01
  0.15954811E+00  0.76691366E+01
  0.16486638E+00  0.76589891E+01
  0.17018465E+00  0.76489750E+01
  0.17550292E+00  0.76390953E+01
  0.18082119E+00  0.76293506E+01
  0.18613946E+00  0.76197418E+01
  0.19145773E+00  0.76102696E+01
  0.19677600E+00  0.76009347E+01
  0.20209427E+00  0.75917377E+01
  0.20741254E+00  0.75826794E+01
  0.21273081E+00  0.75737603E+01
  0.21804908E+00  0.75649810E+01
  0.22336735E+00  0.75563420E+01
  0.22868562E+00  0.75478441E+01
  0.23400389E+00  0.75394875E+01
  0.23932216E+00  0.75312729E+01
  0.24464043E+00  0.75232008E+01
  0.24995870E+00  0.75152715E+01
  0.25527697E+00  0.75074855E+01
  0.26059524E+00  0.74998432E+01
  0.26591351E+00  0.74923451E+01
  0.27123178E+00  0.74849914E+01
  0.27655005E+00  0.74777825E+01
  0.28186832E+00  0.74707188E+01
  0.28718659E+00  0.74638005E+01
  0.29250486E+00  0.74570280E+01
  0.29782313E+00  0.74504016E+01
  0.30314140E+00  0.74439215E+01
  0.30845967E+00  0.74375880E+01
  0.31377794E+00  0.74314012E+01
  0.31909622E+00  0.74253615E+01
  0.32441449E+00  0.74194691E+01
  0.32973276E+00  0.74137241E+01
  0.33505103E+00  0.74081267E+01
  0.34036930E+00  0.74026771E+01
  0.34568757E+00  0.73973755E+01
  0.35100584E+00  0.73922219E+01
  0.35632411E+00  0.73872167E+01
  0.36164238E+00  0.73823598E+01
  0.36696065E+00  0.73776515E+01
  0.37227892E+00  0.73730917E+01
  0.37759719E+00  0.73686807E+01
  0.38291546E+00  0.73644186E+01
  0.38823373E+00  0.73603054E+01
  0.39355200E+00  0.73563411E+01
  0.39887027E+00  0.73525260E+01
  0.40418854E+00  0.73488601E+01
  0.40950681E+00  0.73453433E+01
  0.41482508E+00  0.73419759E+01
  0.42014335E+00  0.73387578E+01
  0.42546162E+00  0.73356891E+01
  0.43077989E+00  0.73327698E+01
  0.43609816E+00  0.73300001E+01
  0.44141643E+00  0.73273799E+01
  0.44673470E+00  0.73249092E+01
  0.45205297E+00  0.73225881E+01
  0.45737124E+00  0.73204167E+01
  0.46268951E+00  0.73183949E+01
  0.46800778E+00  0.73165228E+01
  0.47332605E+00  0.73148004E+01
  0.47864432E+00  0.73132277E+01
  0.48396259E+00  0.73118048E+01
  0.48928086E+00  0.73105316E+01
  0.49459913E+00  0.73094081E+01
  0.49991740E+00  0.73084345E+01
  0.50523567E+00  0.73076106E+01
  0.51055394E+00  0.73069365E+01
  0.51587221E+00  0.73064122E+01
  0.52119048E+00  0.73060377E+01
  0.52650876E+00  0.73058129E+01
  0.53182703E+00  0.73057380E+01
  0.53714419E+00  0.73058223E+01
  0.54246135E+00  0.73060750E+01
  0.54777851E+00  0.73064961E+01
  0.55309568E+00  0.73070856E+01
  0.55841284E+00  0.73078434E+01
  0.56373000E+00  0.73087693E+01
  0.56904716E+00  0.73098634E+01
  0.57436433E+00  0.73111254E+01
  0.57968149E+00  0.73125553E+01
  0.58499865E+00  0.73141528E+01
  0.59031581E+00  0.73159178E+01
  0.59563298E+00  0.73178501E+01
  0.60095014E+00  0.73199495E+01
  0.60626730E+00  0.73222157E+01
  0.61158446E+00  0.73246486E+01
  0.61690163E+00  0.73272477E+01
  0.62221879E+00  0.73300128E+01
  0.62753595E+00  0.73329437E+01
  0.63285312E+00  0.73360399E+01
  0.63817028E+00  0.73393012E+01
  0.64348744E+00  0.73427271E+01
  0.64880460E+00  0.73463173E+01
  0.65412177E+00  0.73500713E+01
  0.65943893E+00  0.73539888E+01
  0.66475609E+00  0.73580693E+01
  0.67007325E+00  0.73623123E+01
  0.67539042E+00  0.73667173E+01
  0.68070758E+00  0.73712839E+01
  0.68602474E+00  0.73760114E+01
  0.69134190E+00  0.73808994E+01
  0.69665907E+00  0.73859473E+01
  0.70197623E+00  0.73911545E+01
  0.70729339E+00  0.73965204E+01
  0.71261055E+00  0.74020443E+01
  0.71792772E+00  0.74077256E+01
  0.72324488E+00  0.74135636E+01
  0.72856204E+00  0.74195577E+01
  0.73387921E+00  0.74257070E+01
  0.73919637E+00  0.74320109E+01
  0.74451353E+00  0.74384685E+01
  0.74983069E+00  0.74450791E+01
  0.75514786E+00  0.74518418E+01
  0.76046502E+00  0.74587558E+01
  0.76578218E+00  0.74658203E+01
  0.77109934E+00  0.74730343E+01
  0.77641651E+00  0.74803968E+01
  0.78173367E+00  0.74879070E+01
  0.78705083E+00  0.74955639E+01
  0.79236799E+00  0.75033664E+01
  0.79768516E+00  0.75113136E+01
  0.80300232E+00  0.75194043E+01
  0.80831948E+00  0.75276374E+01
  0.81363664E+00  0.75360118E+01
  0.81895381E+00  0.75445263E+01
  0.82427097E+00  0.75531797E+01
  0.82958813E+00  0.75619708E+01
  0.83490530E+00  0.75708982E+01
  0.84022246E+00  0.75799606E+01
  0.84553962E+00  0.75891567E+01
  0.85085678E+00  0.75984850E+01
  0.85617395E+00  0.76079440E+01
  0.86149111E+00  0.76175322E+01
  0.86680827E+00  0.76272480E+01
  0.87212543E+00  0.76370897E+01
  0.87744260E+00  0.76470556E+01
  0.88275976E+00  0.76571441E+01
  0.88807692E+00  0.76673531E+01
  0.89339408E+00  0.76776809E+01
  0.89871125E+00  0.76881254E+01
  0.90402841E+00  0.76986845E+01
  0.90934557E+00  0.77093563E+01
  0.91466273E+00  0.77201384E+01
  0.91997990E+00  0.77310285E+01
  0.92529706E+00  0.77420243E+01
  0.93061422E+00  0.77531234E+01
  0.93593139E+00  0.77643230E+01
  0.94124855E+00  0.77756207E+01
  0.94656571E+00  0.77870135E+01
  0.95188287E+00  0.77984988E+01
  0.95720004E+00  0.78100734E+01
  0.96251720E+00  0.78217343E+01
  0.96783436E+00  0.78334784E+01
  0.97315152E+00  0.78453022E+01
  0.97846869E+00  0.78572025E+01
  0.98378585E+00  0.78691756E+01
  0.98910301E+00  0.78812178E+01
  0.99442017E+00  0.78933253E+01
  0.99973734E+00  0.79054943E+01
  0.10050545E+01  0.79177205E+01
  0.10103717E+01  0.79299998E+01
  0.10156888E+01  0.79423279E+01
  0.10210060E+01  0.79547001E+01
  0.10263231E+01  0.79671119E+01
  0.10316403E+01  0.79795585E+01
  0.10369575E+01  0.79920348E+01
  0.10422746E+01  0.80045357E+01
  0.10475918E+01  0.80170560E+01
  0.10529090E+01  0.80295902E+01
  0.10582261E+01  0.80421328E+01
  0.10635433E+01  0.80546779E+01
  0.10688605E+01  0.80672197E+01
  0.10741776E+01  0.80797520E+01
  0.10794948E+01  0.80922687E+01
  0.10848119E+01  0.81047633E+01
  0.10901291E+01  0.81172293E+01
  0.10954463E+01  0.81296600E+01
  0.11007634E+01  0.81420485E+01
